,airline_name,crawling_date,departure_airport,destination_airport,date,travel_duration,departure_time,arrival_time,transit,transit_duration,price,tavg_departure,tmin_departure,tmax_departure,prcp_departure,wdir_departure,wspd_departure,wpgt_departure,pres_departure,tavg_destination,tmin_destination,tmax_destination,prcp_destination,wdir_destination,wspd_destination,wpgt_destination,pres_destination,Open,High,Low,Close,Adj Close,Volume
401,Lufthansa,2024-08-17,FRA,HAM,2024-08-18,01:05,06:30,07:35,False,00:00,241.08,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,16.7,11.6,20.8,0.1,9.0,5.4,24.1,1012.3,5.599999904632568,5.616000175476074,5.546000003814697,5.556000232696533,5.556000232696533,2802881.0
402,Lufthansa,2024-08-17,FRA,MUC,2024-08-18,00:55,07:15,08:10,False,00:00,189.0,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,19.1,16.3,21.9,54.5,269.0,9.7,40.7,1009.0,5.599999904632568,5.616000175476074,5.546000003814697,5.556000232696533,5.556000232696533,2802881.0
403,Lufthansa,2024-08-17,FRA,LHR,2024-08-18,01:25,16:50,17:15,False,00:00,339.6,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,17.5,11.7,23.3,0.0,277.0,11.7,31.5,1014.2,5.599999904632568,5.616000175476074,5.546000003814697,5.556000232696533,5.556000232696533,2802881.0
404,QatarAirways,2024-08-17,FRA,LHR,2024-08-18,17:45,20:30,13:15,True,04:35,1.228,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,17.5,11.7,23.3,0.0,277.0,11.7,31.5,1014.2,,,,,,
405,QatarAirways,2024-08-17,FRA,DXB,2024-08-18,11:45,20:30,10:15,True,04:30,795.0,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,36.3,32.5,41.5,0.0,85.0,26.1,,998.7,,,,,,
406,Lufthansa,2024-08-17,FRA,PMI,2024-08-18,02:10,04:50,07:00,False,00:00,315.98,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,25.9,22.0,29.0,0.4,237.0,9.7,,1012.3,5.599999904632568,5.616000175476074,5.546000003814697,5.556000232696533,5.556000232696533,2802881.0
407,KLM,2024-08-17,FRA,JFK,2024-08-18,14:25,13:25,15:25,True,05:15,2986.0,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,24.3,21.7,28.0,13.0,133.0,11.9,,1010.7,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0
408,KLM,2024-08-17,FRA,BER,2024-08-18,04:30,10:15,11:30,True,02:05,1296.0,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,20.2,17.9,22.7,0.0,4.0,11.6,29.6,1009.6,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0
409,KLM,2024-08-17,FRA,HAM,2024-08-18,04:25,10:20,11:25,True,02:10,1295.0,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,16.7,11.6,20.8,0.1,9.0,5.4,24.1,1012.3,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0
410,KLM,2024-08-17,FRA,MUC,2024-08-18,03:55,21:00,22:25,True,01:15,789.0,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,19.1,16.3,21.9,54.5,269.0,9.7,40.7,1009.0,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0
411,KLM,2024-08-17,FRA,LHR,2024-08-18,08:35,17:30,17:50,True,06:00,548.0,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,17.5,11.7,23.3,0.0,277.0,11.7,31.5,1014.2,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0
412,KLM,2024-08-17,FRA,PMI,2024-08-18,14:50,08:50,10:45,True,11:30,424.0,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,25.9,22.0,29.0,0.4,237.0,9.7,,1012.3,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0
413,KLM,2024-08-17,FRA,SAW,2024-08-18,05:55,12:45,17:10,True,01:15,807.0,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,26.1,22.0,30.1,0.0,42.0,22.7,,1009.8,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0
414,KLM,2024-08-17,FRA,DXB,2024-08-18,14:00,14:20,23:00,True,06:10,659.0,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,36.3,32.5,41.5,0.0,85.0,26.1,,998.7,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0
415,KLM,2024-08-17,FRA,PVG,2024-08-18,22:55,16:00,08:55,True,04:30,3674.0,19.7,16.2,22.6,1.4,262.0,11.8,25.9,1010.3,31.1,29.0,34.0,3.6,120.0,14.8,,1007.0,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0
416,Lufthansa,2024-08-18,FRA,DXB,2024-08-19,11:35,07:30,21:05,True,03:10,933.66,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,36.4,33.0,42.0,0.0,89.0,19.7,,1000.0,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
417,Lufthansa,2024-08-18,FRA,JFK,2024-08-19,10:55,07:50,12:45,True,01:15,1601.42,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,24.8,21.7,30.0,6.7,294.0,7.5,,1005.9,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
418,Lufthansa,2024-08-18,FRA,PVG,2024-08-19,12:15,15:00,09:15,False,00:00,1521.76,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,31.8,29.0,36.0,3.1,139.0,18.6,,1004.4,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
419,Lufthansa,2024-08-18,FRA,LHR,2024-08-19,01:25,18:10,18:35,False,00:00,273.52,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,16.6,10.6,21.3,1.0,207.0,15.4,44.5,1015.6,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
420,Lufthansa,2024-08-18,FRA,MUC,2024-08-19,00:55,12:15,13:10,False,00:00,369.0,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,15.7,14.6,17.0,5.7,293.0,9.7,31.7,1016.1,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
421,Lufthansa,2024-08-18,FRA,SAW,2024-08-19,03:00,09:05,13:05,False,00:00,299.65,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,25.4,21.9,28.4,0.0,38.0,12.2,,1010.0,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
422,QatarAirways,2024-08-18,FRA,DXB,2024-08-19,11:45,20:30,10:15,True,04:30,689,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,36.4,33.0,42.0,0.0,89.0,19.7,,1000.0,,,,,,
423,Lufthansa,2024-08-18,FRA,PMI,2024-08-19,02:05,10:20,12:25,False,00:00,315.98,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,26.2,22.8,29.0,1.1,125.0,12.2,,1012.6,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
424,QatarAirways,2024-08-18,FRA,LHR,2024-08-19,14:10,17:15,06:25,True,00:00,1.156,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,16.6,10.6,21.3,1.0,207.0,15.4,44.5,1015.6,,,,,,
425,QatarAirways,2024-08-18,FRA,HAM,2024-08-19,14:35,17:15,07:50,True,02:05,1.561,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,17.1,12.4,21.9,0.0,292.0,6.5,23.4,1017.6,,,,,,
426,Lufthansa,2024-08-18,FRA,SAW,2024-08-19,03:00,09:05,13:05,False,00:00,299.65,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,25.4,21.9,28.4,0.0,38.0,12.2,,1010.0,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
427,QatarAirways,2024-08-18,FRA,BER,2024-08-19,34:50,20:30,07:20,True,22:55,1.043,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,18.7,15.8,22.3,0.0,335.0,11.4,27.8,1016.1,,,,,,
428,KLM,2024-08-18,FRA,DXB,2024-08-19,09:15,14:20,23:00,True,01:20,659.0,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,36.4,33.0,42.0,0.0,89.0,19.7,,1000.0,7.783999919891357,7.857999801635742,7.59600019454956,7.604000091552734,7.604000091552734,1295234.0
429,KLM,2024-08-18,FRA,JFK,2024-08-19,11:10,13:25,15:25,True,01:55,2992.0,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,24.8,21.7,30.0,6.7,294.0,7.5,,1005.9,7.783999919891357,7.857999801635742,7.59600019454956,7.604000091552734,7.604000091552734,1295234.0
430,KLM,2024-08-18,FRA,PVG,2024-08-19,23:05,21:30,15:25,True,01:45,1578.0,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,31.8,29.0,36.0,3.1,139.0,18.6,,1004.4,7.783999919891357,7.857999801635742,7.59600019454956,7.604000091552734,7.604000091552734,1295234.0
431,QatarAirways,2024-08-18,FRA,SAW,2024-08-19,14:40,20:30,12:10,True,04:25,966,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,25.4,21.9,28.4,0.0,38.0,12.2,,1010.0,,,,,,
432,Lufthansa,2024-08-18,FRA,LHR,2024-08-19,01:25,18:10,18:35,False,00:00,273.52,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,16.6,10.6,21.3,1.0,207.0,15.4,44.5,1015.6,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
433,Lufthansa,2024-08-18,FRA,PMI,2024-08-19,02:05,10:20,12:25,False,00:00,315.98,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,26.2,22.8,29.0,1.1,125.0,12.2,,1012.6,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
434,Lufthansa,2024-08-18,FRA,JFK,2024-08-19,10:55,07:50,12:45,True,01:15,1601.42,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,24.8,21.7,30.0,6.7,294.0,7.5,,1005.9,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
435,Lufthansa,2024-08-18,FRA,MUC,2024-08-19,00:55,12:15,13:10,False,00:00,369.0,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,15.7,14.6,17.0,5.7,293.0,9.7,31.7,1016.1,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
436,KLM,2024-08-18,FRA,LHR,2024-08-19,04:45,10:15,10:45,True,02:05,548.0,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,16.6,10.6,21.3,1.0,207.0,15.4,44.5,1015.6,7.783999919891357,7.857999801635742,7.59600019454956,7.604000091552734,7.604000091552734,1295234.0
437,KLM,2024-08-18,FRA,SAW,2024-08-19,08:05,11:40,16:05,True,03:30,559.0,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,25.4,21.9,28.4,0.0,38.0,12.2,,1010.0,7.783999919891357,7.857999801635742,7.59600019454956,7.604000091552734,7.604000091552734,1295234.0
438,KLM,2024-08-18,FRA,MUC,2024-08-19,05:15,15:35,17:00,True,02:35,789.0,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,15.7,14.6,17.0,5.7,293.0,9.7,31.7,1016.1,7.783999919891357,7.857999801635742,7.59600019454956,7.604000091552734,7.604000091552734,1295234.0
439,KLM,2024-08-18,FRA,HAM,2024-08-19,04:25,10:20,11:25,True,02:10,1295.0,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,17.1,12.4,21.9,0.0,292.0,6.5,23.4,1017.6,7.783999919891357,7.857999801635742,7.59600019454956,7.604000091552734,7.604000091552734,1295234.0
440,KLM,2024-08-18,FRA,BER,2024-08-19,03:30,12:30,13:45,True,01:00,1296.0,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,18.7,15.8,22.3,0.0,335.0,11.4,27.8,1016.1,7.783999919891357,7.857999801635742,7.59600019454956,7.604000091552734,7.604000091552734,1295234.0
441,KLM,2024-08-18,FRA,PMI,2024-08-19,10:00,17:40,19:40,True,06:30,254.0,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,26.2,22.8,29.0,1.1,125.0,12.2,,1012.6,7.783999919891357,7.857999801635742,7.59600019454956,7.604000091552734,7.604000091552734,1295234.0
442,Lufthansa,2024-08-18,FRA,HAM,2024-08-19,01:05,20:15,21:20,False,00:00,313.08,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,17.1,12.4,21.9,0.0,292.0,6.5,23.4,1017.6,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
443,Lufthansa,2024-08-18,FRA,PVG,2024-08-19,12:15,15:00,09:15,False,00:00,1521.76,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,31.8,29.0,36.0,3.1,139.0,18.6,,1004.4,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
444,Lufthansa,2024-08-18,FRA,BER,2024-08-19,01:10,11:45,12:55,False,00:00,333.6,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,18.7,15.8,22.3,0.0,335.0,11.4,27.8,1016.1,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
445,Lufthansa,2024-08-18,FRA,BER,2024-08-19,01:10,11:45,12:55,False,00:00,333.6,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,18.7,15.8,22.3,0.0,335.0,11.4,27.8,1016.1,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
446,Lufthansa,2024-08-18,FRA,HAM,2024-08-19,01:05,20:15,21:20,False,00:00,313.08,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,17.1,12.4,21.9,0.0,292.0,6.5,23.4,1017.6,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
447,Lufthansa,2024-08-18,FRA,DXB,2024-08-19,11:35,07:30,21:05,True,03:10,933.66,19.2,14.3,25.0,0.0,5.0,8.0,16.7,1017.2,36.4,33.0,42.0,0.0,89.0,19.7,,1000.0,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0
448,KLM,2024-08-19,FRA,DXB,2024-08-20,14:00,14:20,23:00,True,06:10,659.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,36.1,33.0,41.0,0.0,85.0,18.7,,999.3,7.644000053405762,7.771999835968018,7.535999774932861,7.556000232696533,7.556000232696533,961875.0
449,KLM,2024-08-19,FRA,SAW,2024-08-20,08:05,11:40,16:05,True,03:30,559.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,26.0,22.0,31.0,0.0,67.0,12.5,,1010.5,7.644000053405762,7.771999835968018,7.535999774932861,7.556000232696533,7.556000232696533,961875.0
450,KLM,2024-08-19,FRA,PMI,2024-08-20,04:45,12:30,14:25,True,01:20,586.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,25.6,20.0,30.0,0.0,245.0,13.0,,1013.4,7.644000053405762,7.771999835968018,7.535999774932861,7.556000232696533,7.556000232696533,961875.0
451,Lufthansa,2024-08-19,FRA,JFK,2024-08-20,12:05,06:40,12:45,True,02:25,1600.94,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,20.8,17.8,24.4,0.0,318.0,7.1,,1012.4,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
452,Lufthansa,2024-08-19,FRA,DXB,2024-08-20,25:25,17:40,21:05,True,14:58,933.68,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,36.1,33.0,41.0,0.0,85.0,18.7,,999.3,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
453,Lufthansa,2024-08-19,FRA,SAW,2024-08-20,03:00,09:05,13:05,False,00:00,243.65,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,26.0,22.0,31.0,0.0,67.0,12.5,,1010.5,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
454,Lufthansa,2024-08-19,FRA,PMI,2024-08-20,02:05,10:20,12:25,False,00:00,315.98,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,25.6,20.0,30.0,0.0,245.0,13.0,,1013.4,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
455,Lufthansa,2024-08-19,FRA,LHR,2024-08-20,01:25,16:00,16:25,False,00:00,235.6,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,18.6,13.6,22.0,0.3,236.0,20.6,42.6,1009.9,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
456,Lufthansa,2024-08-19,FRA,MUC,2024-08-20,00:55,13:15,14:10,False,00:00,369.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,17.3,15.7,20.1,0.0,102.0,6.1,22.3,1013.5,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
457,Lufthansa,2024-08-19,FRA,HAM,2024-08-20,01:05,20:15,21:20,False,00:00,313.08,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,19.0,12.6,25.6,12.4,151.0,12.2,37.1,1012.2,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
458,Lufthansa,2024-08-19,FRA,BER,2024-08-20,01:10,14:45,15:55,False,00:00,333.6,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,19.7,12.5,26.9,0.0,136.0,10.2,25.9,1014.5,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
459,KLM,2024-08-19,FRA,PVG,2024-08-20,21:25,16:00,08:55,True,03:00,3674.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,32.2,29.0,36.0,0.2,154.0,14.0,,1004.0,7.644000053405762,7.771999835968018,7.535999774932861,7.556000232696533,7.556000232696533,961875.0
460,KLM,2024-08-19,FRA,JFK,2024-08-20,14:25,07:00,15:25,True,05:15,2992.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,20.8,17.8,24.4,0.0,318.0,7.1,,1012.4,7.644000053405762,7.771999835968018,7.535999774932861,7.556000232696533,7.556000232696533,961875.0
461,Lufthansa,2024-08-19,FRA,PVG,2024-08-20,12:15,15:00,09:15,False,00:00,1521.76,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,32.2,29.0,36.0,0.2,154.0,14.0,,1004.0,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
462,KLM,2024-08-19,FRA,LHR,2024-08-20,04:45,10:15,10:45,True,02:05,548.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,18.6,13.6,22.0,0.3,236.0,20.6,42.6,1009.9,7.644000053405762,7.771999835968018,7.535999774932861,7.556000232696533,7.556000232696533,961875.0
463,QatarAirways,2024-08-19,FRA,LHR,2024-08-20,14:35,17:15,06:50,True,01:10,1.142,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,18.6,13.6,22.0,0.3,236.0,20.6,42.6,1009.9,,,,,,
464,KLM,2024-08-19,FRA,HAM,2024-08-20,03:15,20:40,21:45,True,00:55,1295.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,19.0,12.6,25.6,12.4,151.0,12.2,37.1,1012.2,7.644000053405762,7.771999835968018,7.535999774932861,7.556000232696533,7.556000232696533,961875.0
465,Lufthansa,2024-08-19,FRA,PVG,2024-08-20,12:15,15:00,09:15,False,00:00,1521.76,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,32.2,29.0,36.0,0.2,154.0,14.0,,1004.0,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
466,Lufthansa,2024-08-19,FRA,SAW,2024-08-20,03:00,09:05,13:05,False,00:00,243.65,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,26.0,22.0,31.0,0.0,67.0,12.5,,1010.5,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
467,KLM,2024-08-19,FRA,MUC,2024-08-20,05:15,15:35,17:00,True,02:35,789.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,17.3,15.7,20.1,0.0,102.0,6.1,22.3,1013.5,7.644000053405762,7.771999835968018,7.535999774932861,7.556000232696533,7.556000232696533,961875.0
468,Lufthansa,2024-08-19,FRA,PMI,2024-08-20,02:05,10:20,12:25,False,00:00,315.98,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,25.6,20.0,30.0,0.0,245.0,13.0,,1013.4,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
469,Lufthansa,2024-08-19,FRA,LHR,2024-08-20,01:25,16:00,16:25,False,00:00,235.6,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,18.6,13.6,22.0,0.3,236.0,20.6,42.6,1009.9,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
470,Lufthansa,2024-08-19,FRA,MUC,2024-08-20,00:55,13:15,14:10,False,00:00,369.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,17.3,15.7,20.1,0.0,102.0,6.1,22.3,1013.5,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
471,Lufthansa,2024-08-19,FRA,HAM,2024-08-20,01:05,20:15,21:20,False,00:00,313.08,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,19.0,12.6,25.6,12.4,151.0,12.2,37.1,1012.2,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
472,Lufthansa,2024-08-19,FRA,BER,2024-08-20,01:10,14:45,15:55,False,00:00,333.6,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,19.7,12.5,26.9,0.0,136.0,10.2,25.9,1014.5,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
473,QatarAirways,2024-08-19,FRA,DXB,2024-08-20,12:55,20:30,11:25,True,05:40,489.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,36.1,33.0,41.0,0.0,85.0,18.7,,999.3,,,,,,
474,QatarAirways,2024-08-19,FRA,SAW,2024-08-20,11:40,17:15,05:55,True,01:25,966.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,26.0,22.0,31.0,0.0,67.0,12.5,,1010.5,,,,,,
475,QatarAirways,2024-08-19,FRA,HAM,2024-08-20,17:40,20:30,14:10,True,05:10,922.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,19.0,12.6,25.6,12.4,151.0,12.2,37.1,1012.2,,,,,,
476,QatarAirways,2024-08-19,FRA,BER,2024-08-20,17:25,20:30,13:55,True,05:30,851.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,19.7,12.5,26.9,0.0,136.0,10.2,25.9,1014.5,,,,,,
477,KLM,2024-08-19,FRA,BER,2024-08-20,04:30,10:15,11:30,True,02:05,1296.0,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,19.7,12.5,26.9,0.0,136.0,10.2,25.9,1014.5,7.644000053405762,7.771999835968018,7.535999774932861,7.556000232696533,7.556000232696533,961875.0
478,Lufthansa,2024-08-19,FRA,JFK,2024-08-20,12:05,06:40,12:45,True,02:25,1600.94,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,20.8,17.8,24.4,0.0,318.0,7.1,,1012.4,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
479,Lufthansa,2024-08-19,FRA,DXB,2024-08-20,25:25,17:40,21:05,True,14:58,933.68,19.6,13.7,24.3,0.1,125.0,7.8,20.4,1013.6,36.1,33.0,41.0,0.0,85.0,18.7,,999.3,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0
480,KLM,2024-08-20,FRA,PVG,2024-08-21,31:55,09:40,23:35,True,16:45,3675.0,18.9,14.2,23.0,0.0,271.0,13.9,27.8,1016.0,30.3,27.0,35.0,11.0,208.0,14.6,,1004.4,7.561999797821045,7.75600004196167,7.53000020980835,7.576000213623047,7.576000213623047,882055.0
481,KLM,2024-08-20,FRA,JFK,2024-08-21,15:45,14:30,16:45,True,06:20,2986.0,18.9,14.2,23.0,0.0,271.0,13.9,27.8,1016.0,20.0,15.6,25.0,0.0,289.0,8.7,,1017.6,7.561999797821045,7.75600004196167,7.53000020980835,7.576000213623047,7.576000213623047,882055.0
482,Lufthansa,2024-08-20,FRA,HAM,2024-08-21,01:05,20:15,21:20,False,00:00,313.08,18.9,14.2,23.0,0.0,271.0,13.9,27.8,1016.0,16.7,13.7,19.3,2.2,254.0,16.9,59.8,1011.9,5.602000236511231,5.671999931335449,5.5879998207092285,5.616000175476074,5.616000175476074,2028633.0
483,Lufthansa,2024-08-20,FRA,LHR,2024-08-21,01:25,06:50,07:15,False,00:00,235.69,18.9,14.2,23.0,0.0,271.0,13.9,27.8,1016.0,15.5,10.3,19.8,0.0,241.0,19.5,44.5,1016.7,5.602000236511231,5.671999931335449,5.5879998207092285,5.616000175476074,5.616000175476074,2028633.0
484,Lufthansa,2024-08-20,FRA,PMI,2024-08-21,02:05,10:20,12:25,False,00:00,315.98,18.9,14.2,23.0,0.0,271.0,13.9,27.8,1016.0,25.9,21.0,30.0,0.0,275.0,12.1,,1016.5,5.602000236511231,5.671999931335449,5.5879998207092285,5.616000175476074,5.616000175476074,2028633.0
485,Lufthansa,2024-08-20,FRA,SAW,2024-08-21,03:00,09:05,13:05,False,00:00,243.65,18.9,14.2,23.0,0.0,271.0,13.9,27.8,1016.0,26.2,23.8,30.0,0.0,36.0,21.2,,1007.1,5.602000236511231,5.671999931335449,5.5879998207092285,5.616000175476074,5.616000175476074,2028633.0
486,Lufthansa,2024-08-20,FRA,DXB,2024-08-21,12:25,06:40,21:05,True,05:05,1019.79,18.9,14.2,23.0,0.0,271.0,13.9,27.8,1016.0,34.8,32.0,39.0,0.0,78.0,21.1,,1001.5,5.602000236511231,5.671999931335449,5.5879998207092285,5.616000175476074,5.616000175476074,2028633.0
487,Lufthansa,2024-08-20,FRA,JFK,2024-08-21,11:10,15:00,20:10,True,01:25,1452.84,18.9,14.2,23.0,0.0,271.0,13.9,27.8,1016.0,20.0,15.6,25.0,0.0,289.0,8.7,,1017.6,5.602000236511231,5.671999931335449,5.5879998207092285,5.616000175476074,5.616000175476074,2028633.0
488,Lufthansa,2024-08-20,FRA,PVG,2024-08-21,12:15,15:00,09:15,False,00:00,1521.76,18.9,14.2,23.0,0.0,271.0,13.9,27.8,1016.0,30.3,27.0,35.0,11.0,208.0,14.6,,1004.4,5.602000236511231,5.671999931335449,5.5879998207092285,5.616000175476074,5.616000175476074,2028633.0
