airline_name,crawling_date,departure_airport,destination_airport,date,travel_duration,departure_time,arrival_time,transit,transit_duration,price
KLM,2024-08-23,Frankfurt,Istanbul,24-08-2024,10:10,18:30,22:55,True,05:30,2059.0
KLM,2024-08-23,Frankfurt,Dubai,24-08-2024,10:55,13:35,22:35,True,02:25,2708.0
KLM,2024-08-23,Frankfurt,New York,24-08-2024,09:00,11:50,14:50,False,00:00,2994.0
KLM,2024-08-23,Frankfurt,Shanghai,24-08-2024,23:05,18:30,23:35,True,07:30,1578.0
KLM,2024-08-24,Frankfurt,Berlin,25-08-2024,04:30,07:00,11:30,True,02:05,1296.0
KLM,2024-08-24,Frankfurt,Hamburg,25-08-2024,04:25,07:00,11:25,True,02:10,1295.0
KLM,2024-08-24,Frankfurt,München,25-08-2024,04:00,07:00,11:00,True,01:25,789.0
KLM,2024-08-24,Frankfurt,London,25-08-2024,06:35,11:45,17:20,True,04:15,567.0
KLM,2024-08-24,Frankfurt,Palma de Mallorca,25-08-2024,14:50,19:55,10:45,True,11:30,220.0
KLM,2024-08-24,Frankfurt,Istanbul,25-08-2024,08:05,07:00,16:05,True,03:30,394.0
KLM,2024-08-24,Frankfurt,Dubai,25-08-2024,10:45,10:15,23:00,True,02:50,659.0
KLM,2024-08-24,Frankfurt,New York,25-08-2024,13:30,07:00,14:30,True,04:00,2986.0
KLM,2024-08-24,Frankfurt,Shanghai,25-08-2024,22:55,10:15,15:10,True,08:50,3673.0
KLM,2024-08-25,Frankfurt,Berlin,26-08-2024,09:40,15:20,16:40,True,07:10,1296.0
KLM,2024-08-25,Frankfurt,Hamburg,26-08-2024,03:35,16:50,17:50,True,01:15,1295.0
KLM,2024-08-25,Frankfurt,München,26-08-2024,04:00,09:35,11:00,True,01:25,1285.0
KLM,2024-08-25,Frankfurt,London,26-08-2024,03:30,09:25,09:30,True,01:15,567.0
KLM,2024-08-25,Frankfurt,Palma de Mallorca,26-08-2024,04:45,12:30,14:25,True,01:20,405.0
KLM,2024-08-25,Frankfurt,Istanbul,26-08-2024,08:05,11:45,16:05,True,03:35,281.0
KLM,2024-08-25,Frankfurt,Dubai,26-08-2024,26:40,06:45,07:55,True,11:35,686.0
KLM,2024-08-25,Frankfurt,New York,26-08-2024,12:10,07:00,13:10,True,02:40,2986.0
KLM,2024-08-25,Frankfurt,Shanghai,26-08-2024,23:40,17:55,23:25,True,08:05,1578.0
KLM,2024-08-26,Frankfurt,Berlin,27-08-2024,03:30,12:30,13:45,True,01:00,1296.0
KLM,2024-08-26,Frankfurt,Hamburg,27-08-2024,04:50,10:45,11:50,True,02:35,1295.0
KLM,2024-08-26,Frankfurt,München,27-08-2024,04:30,21:00,22:25,True,01:50,972.0
KLM,2024-08-26,Frankfurt,London,27-08-2024,04:45,10:15,10:45,True,02:05,548.0
KLM,2024-08-26,Frankfurt,Palma de Mallorca,27-08-2024,07:20,12:30,14:25,True,03:50,586.0
KLM,2024-08-26,Frankfurt,Istanbul,27-08-2024,08:05,11:40,16:05,True,03:30,281.0
KLM,2024-08-26,Frankfurt,Dubai,27-08-2024,09:15,14:20,23:00,True,01:20,760.0
KLM,2024-08-26,Frankfurt,New York,27-08-2024,12:10,07:00,13:10,True,02:40,2986.0
KLM,2024-08-26,Frankfurt,Shanghai,27-08-2024,29:50,11:45,23:35,True,14:15,1578.0
KLM,2024-08-27,Frankfurt,Berlin,28-08-2024,03:30,12:30,13:45,True,01:00,1296.0
KLM,2024-08-27,Frankfurt,Hamburg,28-08-2024,04:05,13:15,14:20,True,01:45,1295.0
KLM,2024-08-27,Frankfurt,München,28-08-2024,05:15,15:35,17:00,True,02:35,789.0
KLM,2024-08-27,Frankfurt,London,28-08-2024,07:00,15:55,16:15,True,04:25,548.0
KLM,2024-08-27,Frankfurt,Palma de Mallorca,28-08-2024,04:45,12:30,14:25,True,01:20,1140.0
KLM,2024-08-27,Frankfurt,Istanbul,28-08-2024,08:05,11:40,16:05,True,03:30,281.0
KLM,2024-08-27,Frankfurt,Dubai,28-08-2024,14:00,14:20,23:00,True,06:10,659.0
KLM,2024-08-27,Frankfurt,New York,28-08-2024,12:10,07:00,13:10,True,02:40,2986.0
KLM,2024-08-27,Frankfurt,Shanghai,28-08-2024,22:55,16:00,08:55,True,04:30,3673.0
KLM,2024-08-28,Frankfurt,Berlin,29-08-2024,04:55,15:20,16:40,True,02:20,1296.0
KLM,2024-08-28,Frankfurt,Hamburg,29-08-2024,03:35,16:50,17:50,True,01:15,1295.0
KLM,2024-08-28,Frankfurt,München,29-08-2024,04:30,21:00,22:25,True,01:50,789.0
KLM,2024-08-28,Frankfurt,London,29-08-2024,03:20,20:05,20:15,True,00:55,567.0
KLM,2024-08-28,Frankfurt,Palma de Mallorca,29-08-2024,07:45,14:15,16:25,True,01:15,689.0
KLM,2024-08-28,Frankfurt,Istanbul,29-08-2024,08:15,16:35,21:00,True,03:35,807.0
KLM,2024-08-28,Frankfurt,Dubai,29-08-2024,09:15,11:45,23:00,True,01:20,659.0
KLM,2024-08-28,Frankfurt,New York,29-08-2024,13:25,11:45,19:10,True,04:05,2992.0
KLM,2024-08-28,Frankfurt,Shanghai,29-08-2024,22:15,19:20,23:35,True,06:45,1578.0
KLM,2024-08-29,Frankfurt,Berlin,30-08-2024,06:45,12:30,13:45,True,04:20,1296.0
KLM,2024-08-29,Frankfurt,Hamburg,30-08-2024,04:50,10:45,11:50,True,02:35,1295.0
KLM,2024-08-29,Frankfurt,München,30-08-2024,08:10,21:00,22:25,True,05:25,789.0
KLM,2024-08-29,Frankfurt,London,30-08-2024,03:20,20:05,20:15,True,00:55,567.0
KLM,2024-08-29,Frankfurt,Palma de Mallorca,30-08-2024,04:30,09:35,11:35,True,00:55,309.0
KLM,2024-08-29,Frankfurt,Istanbul,30-08-2024,08:25,12:00,16:30,True,03:20,1140.0
KLM,2024-08-29,Frankfurt,Dubai,30-08-2024,09:15,14:20,23:00,True,01:20,659.0
KLM,2024-08-29,Frankfurt,New York,30-08-2024,12:10,07:00,13:10,True,02:40,2986.0
KLM,2024-08-29,Frankfurt,Shanghai,30-08-2024,20:15,11:45,14:00,True,05:45,1615.0
KLM,2024-08-30,Frankfurt,Berlin,31-08-2024,09:40,15:20,16:40,True,07:10,1296.0
KLM,2024-08-30,Frankfurt,Hamburg,31-08-2024,04:50,10:45,11:50,True,02:35,1295.0
KLM,2024-08-30,Frankfurt,München,31-08-2024,08:10,21:00,22:25,True,05:25,789.0
KLM,2024-08-30,Frankfurt,London,31-08-2024,07:40,13:20,13:45,True,04:40,425.0
KLM,2024-08-30,Frankfurt,Palma de Mallorca,31-08-2024,04:20,13:40,16:05,True,00:40,288.0
KLM,2024-08-30,Frankfurt,Istanbul,31-08-2024,07:40,18:30,22:55,True,02:55,2059.0
KLM,2024-08-30,Frankfurt,Dubai,31-08-2024,09:15,14:20,23:00,True,01:20,659.0
KLM,2024-08-30,Frankfurt,New York,31-08-2024,12:10,07:00,13:10,True,02:40,2986.0
KLM,2024-08-30,Frankfurt,Shanghai,31-08-2024,23:05,21:30,15:25,True,01:45,1578.0
